id,t,sensor3
51,39,-0.73748091
51,40,-0.70591768
51,41,-0.6626194
51,42,-0.62134441
51,43,-0.58573461
51,44,-0.57480887
51,45,-0.58411598
51,46,-0.62013044
51,47,-0.6569542
51,48,-0.69054072
51,49,-0.72169929
52,0,-0.57016856
52,1,-0.54759346
52,2,-0.53089407
52,3,-0.52347211
52,4,-0.52254437
52,5,-0.52347211
52,6,-0.52811083
52,7,-0.53831602
52,8,-0.55161368
52,9,-0.56367435
52,10,-0.57264254
52,11,-0.5788275
52,12,-0.58408471
52,13,-0.58872343
52,14,-0.59274366
52,15,-0.59521764
52,16,-0.59583614
52,17,-0.59583614
52,18,-0.59459914
52,19,-0.59057892
52,20,-0.58346622
52,21,-0.57387953
52,22,-0.5627466
52,23,-0.55099518
52,24,-0.53800677
52,25,-0.5253276
52,26,-0.51388543
52,27,-0.50460799
52,28,-0.49842303
52,29,-0.49471206
52,30,-0.49285657
52,31,-0.49223807
52,32,-0.49192882
52,33,-0.49223807
52,34,-0.49440281
52,35,-0.50120626
52,36,-0.51079295
52,37,-0.5188334
52,38,-0.52316287
52,39,-0.52439986
52,40,-0.51172069
52,41,-0.4950213
52,42,-0.49316582
52,43,-0.51357618
52,44,-0.5414085
52,45,-0.55037669
52,46,-0.54666571
52,47,-0.51697791
52,48,-0.4427584
52,49,-0.35740597
53,0,-0.79441142
53,1,-0.7936743
53,2,-0.79404286
53,3,-0.79330574
53,4,-0.78851446
53,5,-0.78114327
53,6,-0.77598343
53,7,-0.77008647
53,8,-0.75866112
53,9,-0.74613008
53,10,-0.74170737
53,11,-0.74207593
53,12,-0.74981568
53,13,-0.77008647
53,14,-0.78777734
53,15,-0.7899887
53,16,-0.77229783
53,17,-0.71259114
53,18,-0.65841285
53,19,-0.64772462
53,20,-0.65546437
53,21,-0.70006011
53,22,-0.76197816
53,23,-0.79072582
53,24,-0.79293718
53,25,-0.7826175
53,26,-0.75018424
53,27,-0.70853698
53,28,-0.66615261
53,29,-0.62929663
53,30,-0.60976296
53,31,-0.6057088
53,32,-0.60497168
53,33,-0.60091752
53,34,-0.57290698
53,35,-0.53494532
53,36,-0.51909724
53,37,-0.52278284
53,38,-0.51172605
53,39,-0.48961246
53,40,-0.45644208
53,41,-0.44169969
53,42,-0.42327169
53,43,-0.40115811
53,44,-0.37167332
53,45,-0.33850294
53,46,-0.31270375
53,47,-0.30533256
53,48,-0.31270375
53,49,-0.35693093
54,0,-0.98405763
54,1,-0.8847332
54,2,-0.75540012
54,3,-0.7042586
54,4,-0.70383594
54,5,-0.72158754
54,6,-0.76977046
54,7,-0.83401435
54,8,-0.89487697
54,9,-0.94348255
54,10,-0.97729512
54,11,-0.99758266
54,12,-1.0089944
54,13,-1.0157569
54,14,-1.0208288
54,15,-1.0259007
54,16,-1.0292819
54,17,-1.0305499
54,18,-1.0305499
54,19,-1.0275913
54,20,-1.0195608
54,21,-1.0039225
54,22,-0.98109903
54,23,-0.95447163
54,24,-0.92953486
54,25,-0.91051529
54,26,-0.8995262
54,27,-0.89487697
54,28,-0.893609
54,29,-0.89403166
54,30,-0.89572229
54,31,-0.89572229
54,32,-0.88895977
54,33,-0.87501209
54,34,-0.85852846
54,35,-0.84458077
54,36,-0.83401435
54,37,-0.82725183
54,38,-0.82471589
54,39,-0.82640652
54,40,-0.83528232
54,41,-0.84965266
54,42,-0.86529097
54,43,-0.88219726
54,44,-0.89910355
54,45,-0.90713403
54,46,-0.90755669
54,47,-0.89910355
54,48,-0.87205349
54,49,-0.82640652
55,0,-0.84375319
55,1,-0.82387504
55,2,-0.82506773
55,3,-0.86045083
55,4,-0.87357041
55,5,-0.8608484
55,6,-0.84892151
55,7,-0.85448739
55,8,-0.87516066
55,9,-0.8823168
55,10,-0.87834117
55,11,-0.87396798
55,12,-0.88112411
55,13,-0.89543638
55,14,-0.89543638
55,15,-0.87635335
55,16,-0.86800453
55,17,-0.87516066
55,18,-0.89424369
55,19,-0.90418276
55,20,-0.91054377
55,21,-0.91054377
55,22,-0.90815839
55,23,-0.9069657
55,24,-0.89782175
55,25,-0.87078747
55,26,-0.85090932
55,27,-0.83938
55,28,-0.82347748
55,29,-0.80041882
55,30,-0.77974555
55,31,-0.76702353
55,32,-0.76344546
55,33,-0.76861378
55,34,-0.78809437
55,35,-0.79564807
55,36,-0.79564807
55,37,-0.77895042
55,38,-0.76662597
55,39,-0.76901135
55,40,-0.80558714
55,41,-0.85727033
55,42,-0.88152167
55,43,-0.86283621
55,44,-0.80717739
55,45,-0.72170135
55,46,-0.60958859
55,47,-0.50304171
55,48,-0.44738289
55,49,-0.44340726
56,0,-0.6656787
56,1,-0.65522993
56,2,-0.6455275
56,3,-0.6518714
56,4,-0.67015674
56,5,-0.68284453
56,6,-0.68396405
56,7,-0.68769575
56,8,-0.71680303
56,9,-0.76009079
56,10,-0.76009079
56,11,-0.6858299
56,12,-0.5638032
56,13,-0.53171056
56,14,-0.55857882
56,15,-0.63955678
56,16,-0.71083231
56,17,-0.7197884
56,18,-0.6593348
56,19,-0.50521546
56,20,-0.43804481
56,21,-0.47909354
56,22,-0.62537631
56,23,-0.67351528
56,24,-0.64216897
56,25,-0.56753491
56,26,-0.54551786
56,27,-0.53805445
56,28,-0.51342521
56,29,-0.46416673
56,30,-0.4305814
56,31,-0.42311799
56,32,-0.4343131
56,33,-0.48282524
56,34,-0.54514469
56,35,-0.56977393
56,36,-0.55671297
56,37,-0.52126179
56,38,-0.49775206
56,39,-0.50521546
56,40,-0.56156418
56,41,-0.62388362
56,42,-0.6518714
56,43,-0.64739335
56,44,-0.60298609
56,45,-0.50894717
56,46,-0.38206926
56,47,-0.25892306
56,48,-0.17309388
56,49,-0.15443537
57,0,-0.43062263
57,1,-0.43062263
57,2,-0.43062263
57,3,-0.43916082
57,4,-0.4519681
57,5,-0.46904446
57,6,-0.48612083
57,7,-0.49465902
57,8,-0.49892811
57,9,-0.49892811
57,10,-0.49465902
57,11,-0.49038993
57,12,-0.48185174
57,13,-0.47758265
57,14,-0.47758265
57,15,-0.47758265
57,16,-0.48612083
57,17,-0.48612083
57,18,-0.49038993
57,19,-0.48612083
57,20,-0.48185174
57,21,-0.46904446
57,22,-0.447699
57,23,-0.42208445
57,24,-0.3964699
57,25,-0.37085534
57,26,-0.34950988
57,27,-0.33243351
57,28,-0.31535715
57,29,-0.30254987
57,30,-0.28974259
57,31,-0.2854735
57,32,-0.28120441
57,33,-0.27693532
57,34,-0.27266622
57,35,-0.26839713
57,36,-0.26839713
57,37,-0.26839713
57,38,-0.26839713
57,39,-0.28974259
57,40,-0.31535715
57,41,-0.32389533
57,42,-0.31962624
57,43,-0.27266622
57,44,-0.20436075
57,45,-0.13605527
57,46,-0.097633445
57,47,-0.097633445
57,48,-0.12751709
57,49,-0.18301529
58,0,-0.83115996
58,1,-0.8337803
58,2,-0.83714932
58,3,-0.841267
58,4,-0.84313868
58,5,-0.84313868
58,6,-0.841267
58,7,-0.83565198
58,8,-0.82816528
58,9,-0.82067858
58,10,-0.81356622
58,11,-0.80533085
58,12,-0.7952238
58,13,-0.78474242
58,14,-0.77613272
58,15,-0.77089203
58,16,-0.76789735
58,17,-0.76527701
58,18,-0.76228233
58,19,-0.75741597
58,20,-0.75105228
58,21,-0.74468858
58,22,-0.73907356
58,23,-0.73345854
58,24,-0.72522317
58,25,-0.71361878
58,26,-0.69864538
58,27,-0.68516933
58,28,-0.67805696
58,29,-0.67693396
58,30,-0.67880563
58,31,-0.68966135
58,32,-0.70426041
58,33,-0.71324445
58,34,-0.71623913
58,35,-0.71661346
58,36,-0.71511612
58,37,-0.69602504
58,38,-0.67393928
58,39,-0.6559712
58,40,-0.64623849
58,41,-0.65447386
58,42,-0.68516933
58,43,-0.70613208
58,44,-0.70538341
58,45,-0.6934047
58,46,-0.66832425
58,47,-0.62901908
58,48,-0.59308293
58,49,-0.58147854
59,0,-0.36457791
59,1,-0.36457791
59,2,-0.38739132
59,3,-0.42731479
59,4,-0.46723826
59,5,-0.48434832
59,6,-0.49575503
59,7,-0.50716173
59,8,-0.52427179
59,9,-0.54138185
59,10,-0.55278856
59,11,-0.55278856
59,12,-0.5470852
59,13,-0.52997514
59,14,-0.50716173
59,15,-0.49575503
59,16,-0.49005167
59,17,-0.49005167
59,18,-0.49005167
59,19,-0.49575503
59,20,-0.50145838
59,21,-0.50145838
59,22,-0.49575503
59,23,-0.47294161
59,24,-0.42731479
59,25,-0.37028126
59,26,-0.30754438
59,27,-0.23910414
59,28,-0.17066391
59,29,-0.11363038
59,30,-0.079410258
59,31,-0.073706905
59,32,-0.079410258
59,33,-0.11363038
59,34,-0.19918067
59,35,-0.30184102
59,36,-0.38739132
59,37,-0.43301814
59,38,-0.4387215
59,39,-0.36457791
59,40,-0.19347732
59,41,0.017546743
59,42,0.14302051
59,43,0.040360154
59,44,-0.14785049
59,45,-0.29613767
59,46,-0.34176449
59,47,-0.33606114
59,48,-0.29613767
59,49,-0.18207061
60,0,-0.84647911
60,1,-0.8476501
60,2,-0.84608878
60,3,-0.84062418
60,4,-0.83086596
60,5,-0.81954643
60,6,-0.80978821
60,7,-0.80276229
60,8,-0.79768801
60,9,-0.79495571
60,10,-0.7933944
60,11,-0.79222341
60,12,-0.79144275
60,13,-0.78988144
60,14,-0.78675881
60,15,-0.78051355
60,16,-0.76919401
60,17,-0.74967758
60,18,-0.72001259
60,19,-0.6794184
60,20,-0.62867566
60,21,-0.57168766
60,22,-0.51235768
60,23,-0.45341804
60,24,-0.40657858
60,25,-0.371449
60,26,-0.35193256
60,27,-0.34412598
60,28,-0.34412598
60,29,-0.34802927
60,30,-0.36364242
60,31,-0.39486872
60,32,-0.44170817
60,33,-0.48581533
60,34,-0.51469965
60,35,-0.52562886
60,36,-0.52679985
60,37,-0.50181881
60,38,-0.41438516
60,39,-0.29728653
60,40,-0.1801879
60,41,-0.063089265
60,42,-0.024056388
60,43,-0.12944516
60,44,-0.30899639
60,45,-0.371449
60,46,-0.36754571
60,47,-0.26606023
60,48,-0.082605704
60,49,0.096945532
61,0,-0.76883131
61,1,-0.77303186
61,2,-0.77555219
61,3,-0.77555219
61,4,-0.77429202
61,5,-0.77093158
61,6,-0.76211043
61,7,-0.74782855
61,8,-0.72892608
61,9,-0.70792333
61,10,-0.68650052
61,11,-0.66591782
61,12,-0.64449502
61,13,-0.6222321
61,14,-0.59828896
61,15,-0.57140544
61,16,-0.54158153
61,17,-0.50797713
61,18,-0.47857328
61,19,-0.44496888
61,20,-0.41556502
61,21,-0.39036172
61,22,-0.36935897
61,23,-0.35255677
61,24,-0.33575457
61,25,-0.31895237
61,26,-0.30215017
61,27,-0.28534796
61,28,-0.26434521
61,29,-0.24334246
61,30,-0.21813916
61,31,-0.20133696
61,32,-0.18453476
61,33,-0.17193311
61,34,-0.15933145
61,35,-0.15093035
61,36,-0.1383287
61,37,-0.1299276
61,38,-0.12572705
61,39,-0.1215265
61,40,-0.1215265
61,41,-0.1215265
61,42,-0.13412815
61,43,-0.15093035
61,44,-0.163532
61,45,-0.16773255
61,46,-0.163532
61,47,-0.1299276
61,48,-0.050117146
61,49,0.0086905585
62,0,-0.73655634
62,1,-0.73655634
62,2,-0.73617473
62,3,-0.73350346
62,4,-0.72854252
62,5,-0.72167354
62,6,-0.71480456
62,7,-0.7086988
62,8,-0.70259303
62,9,-0.69648727
62,10,-0.69076312
62,11,-0.68618379
62,12,-0.6827493
62,13,-0.68122286
62,14,-0.67969642
62,15,-0.6789332
62,16,-0.67778837
62,17,-0.67549871
62,18,-0.67244583
62,19,-0.66710329
62,20,-0.65794464
62,21,-0.64382507
62,22,-0.62512617
62,23,-0.60299278
62,24,-0.58009617
62,25,-0.55758117
62,26,-0.53544778
62,27,-0.51255116
62,28,-0.48812811
62,29,-0.4614154
62,30,-0.43432108
62,31,-0.40913481
62,32,-0.3900543
62,33,-0.37860599
62,34,-0.37402667
62,35,-0.37364506
62,36,-0.37784277
62,37,-0.39997616
62,38,-0.43279464
62,39,-0.45416481
62,40,-0.47324532
62,41,-0.47744303
62,42,-0.40989803
62,43,-0.31106099
62,44,-0.28053218
62,45,-0.29961269
62,46,-0.37784277
62,47,-0.4427165
62,48,-0.45263837
62,49,-0.42897854
63,0,-0.59586717
63,1,-0.59182694
63,2,-0.59120537
63,3,-0.59182694
63,4,-0.59400245
63,5,-0.59773189
63,6,-0.59959661
63,7,-0.59990739
63,8,-0.59897503
63,9,-0.59462402
63,10,-0.58467885
63,11,-0.57255818
63,12,-0.56416694
63,13,-0.56136986
63,14,-0.56136986
63,15,-0.5650993
63,16,-0.57535526
63,17,-0.58530043
63,18,-0.58965144
63,19,-0.59027301
63,20,-0.58934065
63,21,-0.58530043
63,22,-0.57535526
63,23,-0.56136986
63,24,-0.54769526
63,25,-0.53681773
63,26,-0.52749413
63,27,-0.51723818
63,28,-0.50636065
63,29,-0.49890177
63,30,-0.49765863
63,31,-0.50200964
63,32,-0.51848132
63,33,-0.53992559
63,34,-0.55981593
63,35,-0.56882874
63,36,-0.56696402
63,37,-0.55981593
63,38,-0.55422177
63,39,-0.55173548
63,40,-0.54800604
63,41,-0.54458739
63,42,-0.54396582
63,43,-0.54520896
63,44,-0.54987076
63,45,-0.55888357
63,46,-0.56603166
63,47,-0.56758559
63,48,-0.56696402
63,49,-0.56199144
64,0,-0.78584846
64,1,-0.82123559
64,2,-0.82384307
64,3,-0.81937311
64,4,-0.81974561
64,5,-0.82421556
64,6,-0.83762543
64,7,-0.84880031
64,8,-0.84880031
64,9,-0.84172288
64,10,-0.83203798
64,11,-0.82756803
64,12,-0.82458806
64,13,-0.81937311
64,14,-0.8111782
64,15,-0.80223829
64,16,-0.79516086
64,17,-0.79329838
64,18,-0.79367088
64,19,-0.79516086
64,20,-0.79478837
64,21,-0.78882843
64,22,-0.77057612
64,23,-0.74971634
64,24,-0.73481649
64,25,-0.72215162
64,26,-0.70762427
64,27,-0.69123444
64,28,-0.67782458
64,29,-0.66888467
64,30,-0.6659047
64,31,-0.66702219
64,32,-0.68676449
64,33,-0.72103413
64,34,-0.73779646
64,35,-0.73891395
64,36,-0.69793937
64,37,-0.62493013
64,38,-0.5601158
64,39,-0.53180609
64,40,-0.56905571
64,41,-0.63461503
64,42,-0.6662772
64,43,-0.66962966
64,44,-0.64914238
64,45,-0.57799561
64,46,-0.49418398
64,47,-0.45544438
64,48,-0.45171942
64,49,-0.46661927
65,0,-0.98621058
65,1,-1.0022704
65,2,-1.0183303
65,3,-1.0311782
65,4,-1.0421907
65,5,-1.05045
65,6,-1.0499912
65,7,-1.0454026
65,8,-1.0417318
65,9,-1.0385198
65,10,-1.034849
65,11,-1.0298016
65,12,-1.0229188
65,13,-1.0146595
65,14,-1.0073178
65,15,-1.0018116
65,16,-0.99997617
65,17,-0.99997617
65,18,-0.99814076
65,19,-0.9889637
65,20,-0.97519811
65,21,-0.95684398
65,22,-0.93206591
65,23,-0.90224046
65,24,-0.87379156
65,25,-0.85176661
65,26,-0.83800102
65,27,-0.82698855
65,28,-0.81414066
65,29,-0.80312818
65,30,-0.7989985
65,31,-0.80496359
65,32,-0.83341249
65,33,-0.8352479
65,34,-0.80817557
65,35,-0.75586631
65,36,-0.6952977
65,37,-0.65537747
65,38,-0.66226027
65,39,-0.69208573
65,40,-0.72191118
65,41,-0.72191118
65,42,-0.70631017
65,43,-0.66088371
65,44,-0.59664427
65,45,-0.53286369
65,46,-0.49156691
65,47,-0.48697838
65,48,-0.49156691
65,49,-0.5190981
66,0,-0.95644633
66,1,-0.95251726
66,2,-0.94815163
66,3,-0.95033444
66,4,-0.95993883
66,5,-0.96517759
66,6,-0.96299478
66,7,-0.95208069
66,8,-0.93505473
66,9,-0.92064814
66,10,-0.91060718
66,11,-0.90231248
66,12,-0.89270809
66,13,-0.88048432
66,14,-0.86564117
66,15,-0.85647334
66,16,-0.85560021
66,17,-0.85560021
66,18,-0.85254427
66,19,-0.83464517
66,20,-0.79884698
66,21,-0.76392192
66,22,-0.73598187
66,23,-0.70760526
66,24,-0.67486301
66,25,-0.64212077
66,26,-0.61810979
66,27,-0.60719571
66,28,-0.60632258
66,29,-0.6202926
66,30,-0.65914674
66,31,-0.68359428
66,32,-0.68665022
66,33,-0.63688201
66,34,-0.54956935
66,35,-0.45789106
66,36,-0.40550347
66,37,-0.4360629
66,38,-0.54083809
66,39,-0.60894196
66,40,-0.60937852
66,41,-0.57139752
66,42,-0.49281613
66,43,-0.39677221
66,44,-0.27890012
66,45,-0.14793114
66,46,-0.082446646
66,47,-0.082446646
66,48,-0.13919987
66,49,-0.26143759
67,0,-0.85135564
67,1,-0.84642068
67,2,-0.83243832
67,3,-0.81146477
67,4,-0.79213621
67,5,-0.77733135
67,6,-0.76334898
67,7,-0.7456654
67,8,-0.72263563
67,9,-0.69837211
67,10,-0.68233351
67,11,-0.67616482
67,12,-0.67575358
67,13,-0.67780981
67,14,-0.68274476
67,15,-0.68480099
67,16,-0.68356725
67,17,-0.67246361
67,18,-0.63791894
67,19,-0.58939191
67,20,-0.56224967
67,21,-0.55813721
67,22,-0.56224967
67,23,-0.58404571
67,24,-0.6009068
67,25,-0.60789798
67,26,-0.60995421
67,27,-0.61118795
67,28,-0.61159919
67,29,-0.61201044
67,30,-0.61159919
67,31,-0.61159919
67,32,-0.61242169
67,33,-0.62023536
67,34,-0.63791894
67,35,-0.66012623
67,36,-0.67945479
67,37,-0.6893247
67,38,-0.69096968
67,39,-0.67534233
67,40,-0.6420314
67,41,-0.61571166
67,42,-0.60830923
67,43,-0.60913172
67,44,-0.61571166
67,45,-0.62969402
67,46,-0.64820009
67,47,-0.65642501
67,48,-0.65724751
67,49,-0.65560252
68,0,-0.92228282
68,1,-0.92926127
68,2,-0.94833569
68,3,-0.95810551
68,4,-0.95717505
68,5,-0.94694
68,6,-0.92274805
68,7,-0.90041703
68,8,-0.89204289
68,9,-0.8906472
68,10,-0.89111243
68,11,-0.8906472
68,12,-0.88646013
68,13,-0.87901646
68,14,-0.87529462
68,15,-0.87482939
68,16,-0.87482939
68,17,-0.87436416
68,18,-0.87157278
68,19,-0.86180296
68,20,-0.84505469
68,21,-0.8264455
68,22,-0.80876677
68,23,-0.78829666
68,24,-0.75945242
68,25,-0.72316451
68,26,-0.69478549
68,27,-0.68641136
68,28,-0.68734182
68,29,-0.70362486
68,30,-0.73479525
68,31,-0.75852196
68,32,-0.77061794
68,33,-0.77294408
68,34,-0.75480013
68,35,-0.71339468
68,36,-0.65989326
68,37,-0.60825277
68,38,-0.60825277
68,39,-0.66594125
68,40,-0.72967772
68,41,-0.75200875
68,42,-0.7496826
68,43,-0.71199899
68,44,-0.61988351
68,45,-0.51613728
68,46,-0.46496202
68,47,-0.45100512
68,48,-0.46030972
68,49,-0.50218039
69,0,-0.65500744
69,1,-0.64136211
69,2,-0.62683644
69,3,-0.61451162
69,4,-0.60834922
69,5,-0.60350733
69,6,-0.59866544
69,7,-0.59954578
69,8,-0.61010991
69,9,-0.62727661
69,10,-0.63035781
69,11,-0.62639627
69,12,-0.6149518
69,13,-0.6008663
69,14,-0.58766114
69,15,-0.57753719
69,16,-0.56433203
69,17,-0.55112687
69,18,-0.53792171
69,19,-0.52471656
69,20,-0.5115114
69,21,-0.50270796
69,22,-0.48950281
69,23,-0.47629765
69,24,-0.45869077
69,25,-0.43668218
69,26,-0.4190753
69,27,-0.40146843
69,28,-0.39706671
69,29,-0.39266499
69,30,-0.39266499
69,31,-0.39706671
69,32,-0.39706671
69,33,-0.39706671
69,34,-0.41027187
69,35,-0.4190753
69,36,-0.4190753
69,37,-0.41027187
69,38,-0.39266499
69,39,-0.38386155
69,40,-0.40146843
69,41,-0.42347702
69,42,-0.43228046
69,43,-0.41467358
69,44,-0.37505811
69,45,-0.32223749
69,46,-0.26501514
69,47,-0.22539967
69,48,-0.20339107
69,49,-0.19898936
70,0,-0.87641239
70,1,-0.86494828
70,2,-0.8542748
70,3,-0.84636852
70,4,-0.83964818
70,5,-0.83292784
70,6,-0.82383561
70,7,-0.81158087
70,8,-0.79734956
70,9,-0.78114168
70,10,-0.7621666
70,11,-0.73647118
70,12,-0.70207885
70,13,-0.66136149
70,14,-0.62578322
70,15,-0.61234254
70,16,-0.61550505
70,17,-0.64001453
70,18,-0.67519749
70,19,-0.70207885
70,20,-0.71986799
70,21,-0.72619301
70,22,-0.72619301
70,23,-0.72223987
70,24,-0.71551953
70,25,-0.71156639
70,26,-0.70761325
70,27,-0.70247417
70,28,-0.69338194
70,29,-0.68191783
70,30,-0.67005841
70,31,-0.66017555
70,32,-0.65345521
70,33,-0.64792081
70,34,-0.63961922
70,35,-0.63052699
70,36,-0.62499259
70,37,-0.62380665
70,38,-0.63052699
70,39,-0.63843327
70,40,-0.63685202
70,41,-0.61748162
70,42,-0.57715958
70,43,-0.52142028
70,44,-0.46212316
70,45,-0.42259175
70,46,-0.40677918
70,47,-0.41073232
70,48,-0.41468546
70,49,-0.4186386
71,0,-0.66823542
71,1,-0.65718418
71,2,-0.64646782
71,3,-0.63072817
71,4,-0.61364898
71,5,-0.60728614
71,6,-0.60862569
71,7,-0.61465364
71,8,-0.61766761
71,9,-0.6156583
71,10,-0.60628148
71,11,-0.59255115
71,12,-0.58283945
71,13,-0.57480218
71,14,-0.56341606
71,15,-0.54566709
71,16,-0.53193676
71,17,-0.52925767
71,18,-0.5332763
71,19,-0.55437413
71,20,-0.58149991
71,21,-0.58953718
71,22,-0.58685809
71,23,-0.57312775
71,24,-0.56743469
71,25,-0.57145332
71,26,-0.59523024
71,27,-0.62202113
71,28,-0.63273749
71,29,-0.63307238
71,30,-0.62001182
71,31,-0.58384411
71,32,-0.5356205
71,33,-0.49108064
71,34,-0.45290362
71,35,-0.42544296
71,36,-0.41539637
71,37,-0.41606614
71,38,-0.42577784
71,39,-0.44687567
71,40,-0.46629907
71,41,-0.47165725
71,42,-0.47132236
71,43,-0.46663395
71,44,-0.45223385
71,45,-0.42711739
71,46,-0.40099627
71,47,-0.38793571
71,48,-0.3855915
71,49,-0.38659616
72,0,-0.49892953
72,1,-0.49924146
72,2,-0.50828747
72,3,-0.53448971
72,4,-0.55102207
72,5,-0.5622516
72,6,-0.5781601
72,7,-0.59094929
72,8,-0.59094929
72,9,-0.58190328
72,10,-0.56942602
72,11,-0.56100387
72,12,-0.55663684
72,13,-0.55382945
72,14,-0.551334
72,15,-0.55008628
72,16,-0.55538911
72,17,-0.56630671
72,18,-0.56349933
72,19,-0.54478344
72,20,-0.51920507
72,21,-0.50423236
72,22,-0.49643408
72,23,-0.48801193
72,24,-0.48021365
72,25,-0.47428695
72,26,-0.46929605
72,27,-0.4727273
72,28,-0.49237897
72,29,-0.519517
72,30,-0.52575563
72,31,-0.51483803
72,32,-0.49518635
72,33,-0.48957159
72,34,-0.50392043
72,35,-0.53105846
72,36,-0.55757263
72,37,-0.57067375
72,38,-0.56942602
72,39,-0.54291186
72,40,-0.50236078
72,41,-0.44309381
72,42,-0.39037741
72,43,-0.36230359
72,44,-0.35918427
72,45,-0.36854222
72,46,-0.39661604
72,47,-0.42219441
72,48,-0.43311201
72,49,-0.43248815
73,0,-0.59795984
73,1,-0.59614338
73,2,-0.58124844
73,3,-0.55945096
73,4,-0.55436488
73,5,-0.55291171
73,6,-0.54782563
73,7,-0.53620031
73,8,-0.53075094
73,9,-0.53184082
73,10,-0.54128639
73,11,-0.55254842
73,12,-0.55472817
73,13,-0.54891551
73,14,-0.52929778
73,15,-0.50568384
73,16,-0.48461294
73,17,-0.469718
73,18,-0.46608508
73,19,-0.46608508
73,20,-0.46245217
73,21,-0.45155343
73,22,-0.43702178
73,23,-0.43338886
73,24,-0.43338886
73,25,-0.45155343
73,26,-0.48279648
73,27,-0.50822688
73,28,-0.51658258
73,29,-0.51476612
73,30,-0.49950789
73,31,-0.48969902
73,32,-0.49333193
73,33,-0.51912562
73,34,-0.54237626
73,35,-0.55436488
73,36,-0.55690792
73,37,-0.54310285
73,38,-0.51185979
73,39,-0.46245217
73,40,-0.39705973
73,41,-0.31713564
73,42,-0.23357863
73,43,-0.18635075
73,44,-0.18998367
73,45,-0.21541406
73,46,-0.24447737
73,47,-0.27354068
73,48,-0.29170524
73,49,-0.29533816
74,0,-0.58381402
74,1,-0.60517909
74,2,-0.62317072
74,3,-0.64303648
74,4,-0.65240712
74,5,-0.6565302
74,6,-0.66290224
74,7,-0.67677079
74,8,-0.69326312
74,9,-0.70825614
74,10,-0.71275405
74,11,-0.7120044
74,12,-0.70488271
74,13,-0.69026451
74,14,-0.67639596
74,15,-0.67189805
74,16,-0.67152323
74,17,-0.67302253
74,18,-0.67864492
74,19,-0.69026451
74,20,-0.6988855
74,21,-0.69963515
74,22,-0.69063934
74,23,-0.66252741
74,24,-0.62691897
74,25,-0.59730775
74,26,-0.57406856
74,27,-0.55532727
74,28,-0.53883494
74,29,-0.52009366
74,30,-0.50060272
74,31,-0.49198173
74,32,-0.49572999
74,33,-0.51934401
74,34,-0.5440825
74,35,-0.56094966
74,36,-0.57219443
74,37,-0.57894129
74,38,-0.57931611
74,39,-0.57144478
74,40,-0.57856646
74,41,-0.60855252
74,42,-0.63628962
74,43,-0.64903369
74,44,-0.66477637
74,45,-0.64865886
74,46,-0.59093571
74,47,-0.49760412
74,48,-0.3907788
74,49,-0.3045689
75,0,-0.72113078
75,1,-0.65912591
75,2,-0.62325532
75,3,-0.66937465
75,4,-0.75238944
75,5,-0.77288692
75,6,-0.76622524
75,7,-0.7657128
75,8,-0.78108591
75,9,-0.79850877
75,10,-0.79697146
75,11,-0.7698123
75,12,-0.73957851
75,13,-0.73342927
75,14,-0.73342927
75,15,-0.73035465
75,16,-0.72164322
75,17,-0.72164322
75,18,-0.74162826
75,19,-0.77647398
75,20,-0.78467297
75,21,-0.76673767
75,22,-0.71805616
75,23,-0.69704625
75,24,-0.70165818
75,25,-0.71600641
75,26,-0.70831986
75,27,-0.62325532
75,28,-0.48489734
75,29,-0.43365365
75,30,-0.44902676
75,31,-0.56688726
75,32,-0.67654877
75,33,-0.70575768
75,34,-0.65912591
75,35,-0.577136
75,36,-0.56176289
75,37,-0.63862843
75,38,-0.70422036
75,39,-0.7380412
75,40,-0.74828994
75,41,-0.72932978
75,42,-0.65912591
75,43,-0.55663852
75,44,-0.47977297
75,45,-0.43877802
75,46,-0.43365365
75,47,-0.43877802
75,48,-0.46952423
75,49,-0.54638978
76,0,-0.69456447
76,1,-0.69496045
76,2,-0.68149731
76,3,-0.66882612
76,4,-0.66882612
76,5,-0.67555769
76,6,-0.67912146
76,7,-0.67793353
76,8,-0.67159794
76,9,-0.65932272
76,10,-0.64585958
76,11,-0.63437631
76,12,-0.62487292
76,13,-0.61457758
76,14,-0.60269834
76,15,-0.59359092
76,16,-0.59200702
76,17,-0.59477884
76,18,-0.60309431
76,19,-0.60547016
76,20,-0.59992651
76,21,-0.57339621
76,22,-0.54013433
76,23,-0.52508729
76,24,-0.52350339
76,25,-0.52706716
76,26,-0.52944301
76,27,-0.51993962
76,28,-0.47598643
76,29,-0.40867072
76,30,-0.3651135
76,31,-0.35719401
76,32,-0.373033
76,33,-0.44826819
76,34,-0.5076644
76,35,-0.53577861
76,36,-0.48786567
76,37,-0.33739527
76,38,-0.16316639
76,39,-0.15128715
76,40,-0.40471097
76,41,-0.56389281
76,42,-0.58725532
76,43,-0.58171168
76,44,-0.5436981
76,45,-0.46806693
76,46,-0.40075123
76,47,-0.38095249
76,48,-0.38095249
76,49,-0.39679148
77,0,-0.63668715
77,1,-0.63484946
77,2,-0.62198558
77,3,-0.61647249
77,4,-0.61831019
77,5,-0.62244501
77,6,-0.62290443
77,7,-0.61922904
77,8,-0.60544632
77,9,-0.59625784
77,10,-0.59625784
77,11,-0.60085208
