age,position,minutes_in_game,appearances,minutes_played_home,minutes_played_away,minutes_on_bench,appearances_home,appearances_away,penalty_goals,goals_home,goals_away,penalty_misses,yellow_cards_overall,red_cards_overall,penalty_attempts,penalty_goals
34,Goalkeeper,4300.0,40,1720,1720,860.0,20,20,0,0,0,0,3,0,0,0
20,Midfielder,115.0,3,100,10,5.0,2,1,0,0,0,0,0,0,0,0
22,Forward,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
24,Forward,1210.0,32,418,528,264.0,15,17,0,1,0,0,2,0,0,0
21,Midfielder,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
27,Midfielder,1007.0,19,311,464,232.0,9,10,0,0,1,0,1,0,0,0
27,Forward,950.0,21,398,368,184.0,12,9,0,0,1,0,1,0,0,0
26,Goalkeeper,4075.0,38,1630,1630,815.0,19,19,0,0,0,0,2,0,0,0
29,Midfielder,1247.5,21,487,507,253.5,10,11,0,2,0,0,2,0,0,0
30,Defender,749.5,8,100,433,216.5,2,6,0,0,0,0,0,0,0,0
32,Midfielder,1088.5,17,409,453,226.5,9,8,0,0,0,0,6,1,0,0
23,Midfielder,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
30,Defender,2848.0,29,1198,1100,550.0,15,14,0,1,0,0,2,0,0,0
23,Defender,227.0,6,56,114,57.0,2,4,0,0,0,0,1,0,0,0
25,Defender,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
26,Defender,3265.0,34,1360,1270,635.0,17,17,0,1,1,0,5,1,0,0
21,Midfielder,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
30,Defender,3568.0,35,1255,1542,771.0,16,19,0,1,0,0,3,0,0,0
23,Defender,450.0,8,282,112,56.0,5,3,0,0,0,0,1,0,0,0
32,Forward,1390.5,25,456,623,311.5,13,12,0,0,0,0,1,0,0,0
35,Defender,1775.0,19,494,854,427.0,7,12,0,2,1,0,1,0,0,0
27,Midfielder,91.0,3,10,54,27.0,1,2,0,0,0,0,0,0,0,0
25,Midfielder,1911.0,21,645,844,422.0,10,11,0,1,1,0,1,0,0,0
29,Midfielder,705.0,13,312,262,131.0,7,6,0,0,0,0,2,0,0,0
38,Goalkeeper,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
34,Defender,2077.5,22,531,1031,515.5,8,14,0,0,0,0,4,0,0,0
36,Defender,518.5,8,151,245,122.5,4,4,0,0,0,0,0,0,0,0
32,Defender,757.0,10,319,292,146.0,5,5,0,1,0,0,2,0,0,0
27,Forward,186.5,9,71,77,38.5,5,4,0,0,0,0,0,0,0,0
25,Midfielder,2313.5,33,1034,853,426.5,17,16,0,5,5,0,1,0,0,0
21,Defender,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
24,Midfielder,916.0,15,391,350,175.0,8,7,0,0,0,0,2,0,0,0
29,Defender,3979.5,38,1560,1613,806.5,19,19,0,0,2,0,7,1,0,0
30,Midfielder,54.5,4,14,27,13.5,2,2,0,0,0,0,0,0,0,0
27,Goalkeeper,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
22,Midfielder,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
27,Defender,3754.5,37,1521,1489,744.5,18,19,0,2,2,0,6,1,0,0
32,Forward,583.5,17,297,191,95.5,11,6,0,3,0,0,0,0,0,0
28,Midfielder,2695.5,34,1050,1097,548.5,16,18,0,6,4,0,3,0,0,0
25,Midfielder,2975.0,36,1241,1156,578.0,18,18,0,2,0,0,8,1,0,0
27,Forward,1225.0,22,559,444,222.0,10,12,0,1,0,0,1,0,0,0
29,Midfielder,4300.0,40,1720,1720,860.0,20,20,10,7,5,1,10,0,11,10
24,Midfielder,28.0,3,10,12,6.0,1,2,0,0,0,0,0,0,0,0
22,Midfielder,25.0,3,10,10,5.0,2,1,0,0,0,0,0,0,0,0
25,Defender,3328.0,31,1180,1432,716.0,14,17,0,1,0,0,11,0,0,0
25,Forward,494.5,26,106,259,129.5,14,12,0,0,1,0,1,0,0,0
38,Goalkeeper,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
31,Defender,3065.5,29,1180,1257,628.5,14,15,0,0,0,0,2,0,0,0
29,Forward,603.5,14,263,227,113.5,7,7,0,1,0,0,0,0,0,0
28,Midfielder,873.5,12,377,331,165.5,6,6,0,0,1,0,2,0,0,0
31,Midfielder,2065.5,29,807,839,419.5,15,14,0,1,1,0,3,0,0,0
20,Defender,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
25,Defender,151.0,4,10,94,47.0,1,3,0,0,0,0,0,0,0,0
34,Midfielder,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
30,Defender,3497.5,33,1348,1433,716.5,16,17,0,1,1,0,6,0,0,0
28,Goalkeeper,835.0,9,280,370,185.0,4,5,0,0,0,0,1,0,0,0
23,Forward,2921.5,35,1303,1079,539.5,18,17,0,4,6,0,4,1,0,0
27,Midfielder,2066.0,23,773,862,431.0,10,13,0,0,1,0,5,0,0,0
33,Midfielder,2913.5,33,1157,1171,585.5,16,17,4,2,3,0,7,1,4,4
21,Goalkeeper,250.0,4,100,100,50.0,2,2,0,0,0,0,0,0,0,0
31,Forward,2483.5,30,1093,927,463.5,16,14,1,7,3,0,3,0,1,1
33,Defender,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
33,Midfielder,1032.5,16,227,537,268.5,7,9,0,0,0,0,1,0,0,0
32,Goalkeeper,4300.0,40,1720,1720,860.0,20,20,0,0,0,0,1,0,0,0
30,Defender,1360.0,15,670,460,230.0,9,6,0,0,0,0,2,0,0,0
29,Defender,2686.0,27,1186,1000,500.0,15,12,0,0,0,0,4,0,0,0
19,Midfielder,145.0,5,115,20,10.0,3,2,0,0,0,0,0,0,0,0
24,Defender,500.5,7,280,147,73.5,4,3,0,0,0,0,1,0,0,0
28,Forward,446.0,15,101,230,115.0,7,8,0,1,0,0,1,0,0,0
26,Midfielder,2155.5,34,978,785,392.5,18,16,0,0,0,0,3,0,0,0
28,Goalkeeper,3850.0,36,1540,1540,770.0,18,18,0,0,0,0,2,0,0,0
30,Defender,2623.0,26,1258,910,455.0,15,11,0,1,2,0,6,0,0,0
23,Midfielder,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
29,Defender,3967.0,40,1567,1600,800.0,20,20,0,1,3,0,5,0,0,0
31,Midfielder,3656.5,38,1567,1393,696.5,20,18,1,1,1,1,9,0,2,1
25,Defender,1561.0,18,493,712,356.0,8,10,0,1,0,0,2,0,0,0
31,Defender,513.0,8,363,100,50.0,6,2,0,0,0,0,0,0,0,0
21,Midfielder,2754.0,35,981,1182,591.0,15,20,0,0,0,0,9,0,0,0
33,Defender,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
31,Defender,2242.0,23,820,948,474.0,10,13,0,0,0,0,7,0,0,0
20,Midfielder,110.0,4,59,34,17.0,2,2,0,0,0,0,0,0,0,0
22,Midfielder,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
23,Defender,25.0,3,10,10,5.0,2,1,0,0,0,0,0,0,0,0
25,Midfielder,1787.0,31,728,706,353.0,19,12,0,0,1,0,3,0,0,0
31,Defender,2816.0,28,1181,1090,545.0,15,13,0,0,0,0,5,0,0,0
32,Defender,1905.0,19,810,730,365.0,10,9,0,0,0,0,0,0,0,0
32,Midfielder,2067.0,26,1149,612,306.0,15,11,0,4,1,0,2,0,0,0
28,Defender,3805.0,35,1360,1630,815.0,16,19,0,0,1,0,2,0,0,0
20,Forward,194.0,8,74,80,40.0,3,5,0,0,1,0,1,0,0,0
31,Midfielder,2674.5,35,1008,1111,555.5,17,18,0,4,2,0,3,0,0,0
37,Goalkeeper,250.0,4,100,100,50.0,2,2,0,0,0,0,0,0,0,0
27,Forward,975.0,13,378,398,199.0,7,6,0,2,3,0,0,0,0,0
27,Midfielder,967.0,12,415,368,184.0,6,6,0,0,0,0,0,0,0,0
35,Defender,296.0,5,23,182,91.0,2,3,0,0,0,0,0,0,0,0
33,Midfielder,2792.5,31,970,1215,607.5,14,17,0,0,0,0,3,0,0,0
28,Midfielder,489.5,10,224,177,88.5,6,4,0,0,0,0,0,0,0,0
26,Midfielder,1013.5,18,403,407,203.5,9,9,0,0,0,0,0,0,0,0
28,Forward,4072.0,40,1702,1580,790.0,20,20,3,13,9,0,1,0,3,3
21,Midfielder,782.5,28,436,231,115.5,14,14,0,0,0,0,1,0,0,0
31,Midfielder,1038.0,16,483,370,185.0,10,6,0,0,0,0,2,0,0,0
33,Midfielder,718.5,12,171,365,182.5,4,8,0,0,0,0,1,0,0,0
31,Midfielder,2935.5,31,1197,1159,579.5,16,15,0,0,0,0,2,0,0,0
30,Midfielder,3879.5,38,1589,1527,763.5,20,18,0,2,2,0,3,0,0,0
26,Midfielder,1748.5,27,739,673,336.5,15,12,0,1,1,0,0,0,0,0
35,Defender,2426.0,24,791,1090,545.0,11,13,0,1,0,0,5,0,0,0
28,Midfielder,2654.0,33,1016,1092,546.0,17,16,0,0,0,0,5,0,0,0
26,Defender,4288.0,40,1720,1712,856.0,20,20,0,3,1,0,3,0,0,0
22,Midfielder,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
27,Midfielder,4122.5,40,1643,1653,826.5,20,20,0,4,2,0,3,0,0,0
26,Midfielder,390.5,11,77,209,104.5,4,7,0,0,0,0,2,0,0,0
30,Defender,1564.0,20,694,580,290.0,11,9,0,0,0,0,2,0,0,0
28,Midfielder,1280.0,22,452,552,276.0,10,12,1,0,4,0,0,0,1,1
29,Midfielder,142.5,9,84,39,19.5,6,3,0,0,0,0,0,0,0,0
31,Goalkeeper,4300.0,40,1720,1720,860.0,20,20,0,0,0,0,2,0,0,0
32,Midfielder,3161.0,30,1061,1400,700.0,13,17,0,1,0,0,8,1,0,0
33,Defender,1533.5,20,692,561,280.5,10,10,0,0,0,0,1,0,0,0
22,Defender,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
21,Midfielder,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
24,Midfielder,1448.0,16,623,550,275.0,9,7,0,0,0,0,1,0,0,0
20,Midfielder,253.5,10,201,35,17.5,7,3,0,0,0,0,0,0,0,0
34,Forward,1050.0,29,456,396,198.0,15,14,0,1,1,0,1,0,0,0
24,Midfielder,4161.5,40,1634,1685,842.5,20,20,0,2,0,0,8,0,0,0
29,Midfielder,2680.0,33,1120,1040,520.0,17,16,0,1,0,0,11,0,0,0
30,Forward,1304.5,20,445,573,286.5,9,11,0,0,0,0,0,0,0,0
36,Defender,2555.0,28,1226,886,443.0,15,13,0,0,0,0,4,0,0,0
30,Defender,25.0,3,10,10,5.0,1,2,0,0,0,0,0,0,0,0
29,Midfielder,2345.5,27,1003,895,447.5,14,13,1,2,1,1,1,0,2,1
30,Defender,3970.5,38,1713,1505,752.5,20,18,0,2,1,0,3,0,0,0
29,Defender,2514.5,28,989,1017,508.5,14,14,0,0,0,0,1,0,0,0
28,Midfielder,3783.0,37,1527,1504,752.0,19,18,7,10,3,3,6,0,10,7
29,Goalkeeper,430.0,5,10,280,140.0,1,4,0,0,0,0,0,0,0,0
29,Midfielder,1402.0,26,619,522,261.0,14,12,0,0,0,0,0,0,0,0
33,Midfielder,2216.0,33,968,832,416.0,16,17,0,6,2,0,2,0,0,0
40,Forward,126.0,8,66,40,20.0,5,3,0,0,0,0,1,0,0,0
38,Goalkeeper,745.0,9,325,280,140.0,5,4,0,0,0,0,0,0,0,0
35,Defender,2083.0,21,910,782,391.0,11,10,0,0,0,0,9,0,0,0
38,Defender,471.0,9,105,244,122.0,4,5,0,1,0,0,1,1,0,0
29,Defender,1593.5,20,662,621,310.5,10,10,0,0,0,0,1,0,0,0
24,Midfielder,2760.0,29,1116,1096,548.0,14,15,0,1,1,0,7,0,0,0
20,Midfielder,376.0,15,289,58,29.0,11,4,0,1,0,0,0,0,0,0
24,Defender,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
31,Forward,3412.5,38,1428,1323,661.5,20,18,4,13,9,1,0,0,5,4
25,Midfielder,3463.0,33,1426,1358,679.0,17,16,0,2,2,0,10,2,0,0
28,Forward,904.5,21,465,293,146.5,13,8,0,1,0,0,3,0,0,0
20,Midfielder,25.0,3,10,10,5.0,2,1,0,0,0,0,0,0,0,0
26,Forward,3562.5,36,1266,1531,765.5,17,19,0,12,5,0,3,0,0,0
29,Midfielder,551.5,7,178,249,124.5,3,4,0,0,0,0,0,0,0,0
24,Forward,122.5,6,40,55,27.5,2,4,0,0,0,0,0,0,0,0
29,Forward,3887.0,40,1658,1486,743.0,20,20,2,8,5,0,4,0,2,2
26,Forward,90.0,5,27,42,21.0,2,3,0,0,0,0,0,0,0,0
27,Defender,3949.5,37,1536,1609,804.5,18,19,0,2,0,0,7,0,0,0
23,Forward,3402.0,37,1293,1406,703.0,18,19,0,7,6,0,6,1,0,0
30,Midfielder,1710.0,29,657,702,351.0,15,14,0,1,6,1,0,0,1,0
25,Defender,985.0,12,511,316,158.0,7,5,0,0,0,0,1,0,0,0
29,Midfielder,902.5,18,400,335,167.5,10,8,0,0,0,0,4,1,0,0
25,Midfielder,1735.5,27,621,743,371.5,14,13,0,0,1,1,1,0,1,0
33,Midfielder,2804.0,35,1118,1124,562.0,17,18,0,1,1,0,10,0,0,0
29,Forward,3281.5,36,1357,1283,641.5,17,19,1,7,5,0,0,0,1,1
30,Forward,3529.0,35,1477,1368,684.0,18,17,0,5,1,0,3,0,0,0
31,Midfielder,1469.0,21,554,610,305.0,9,12,0,1,1,0,7,0,0,0
27,Forward,2729.0,34,992,1158,579.0,17,17,0,4,8,0,4,0,0,0
31,Forward,3267.0,34,1353,1276,638.0,17,17,0,6,5,0,1,0,0,0
27,Midfielder,1670.5,29,442,819,409.5,12,17,0,1,2,0,1,0,0,0
24,Midfielder,3813.0,37,1461,1568,784.0,18,19,2,3,1,0,8,0,2,2
22,Defender,822.5,19,524,199,99.5,13,6,0,0,0,0,1,0,0,0
25,Midfielder,1246.0,26,517,486,243.0,13,13,0,3,3,0,0,0,0,0
33,Goalkeeper,4210.0,39,1630,1720,860.0,19,20,0,0,0,0,0,0,0,0
31,Defender,3760.0,36,1720,1360,680.0,20,16,0,1,0,0,12,0,0,0
31,Defender,2680.0,26,1180,1000,500.0,14,12,0,1,0,0,8,0,0,0
27,Midfielder,3982.0,40,1615,1578,789.0,20,20,0,5,2,0,2,0,0,0
28,Midfielder,1450.5,17,414,691,345.5,6,11,0,1,0,0,5,0,0,0
21,Midfielder,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
34,Forward,1581.0,18,678,602,301.0,10,8,0,3,2,0,3,0,0,0
21,Goalkeeper,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
20,Defender,2924.5,37,1105,1213,606.5,19,18,0,1,1,0,0,0,0,0
28,Forward,3832.5,38,1653,1453,726.5,20,18,0,18,4,0,2,0,0,0
25,Forward,66.5,6,17,33,16.5,2,4,0,0,0,0,0,0,0,0
22,Forward,41.5,4,10,21,10.5,1,3,0,0,0,0,0,0,0,0
31,Forward,1167.0,22,465,468,234.0,11,11,0,2,1,0,0,0,0,0
22,Defender,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
33,Midfielder,343.0,7,112,154,77.0,3,4,0,0,0,0,0,0,0,0
25,Forward,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
34,Defender,835.0,12,370,310,155.0,5,7,0,0,0,0,1,0,0,0
24,Midfielder,1144.0,18,355,526,263.0,8,10,0,0,2,0,1,0,0,0
27,Defender,2298.0,26,1137,774,387.0,15,11,0,0,0,0,5,0,0,0
32,Defender,3198.5,31,1343,1237,618.5,16,15,0,2,0,0,1,0,0,0
23,Midfielder,879.5,11,365,343,171.5,5,6,0,1,0,0,2,0,0,0
30,Defender,3785.0,36,1610,1450,725.0,19,17,0,0,1,0,6,0,0,0
33,Defender,44.5,3,10,23,11.5,1,2,0,0,0,0,0,0,0,0
28,Defender,803.0,10,146,438,219.0,3,7,0,0,0,0,1,0,0,0
32,Forward,3182.5,35,1135,1365,682.5,17,18,2,15,6,0,3,0,2,2
34,Goalkeeper,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
27,Goalkeeper,3265.0,31,1360,1270,635.0,16,15,0,0,0,0,1,0,0,0
29,Defender,3878.0,37,1568,1540,770.0,19,18,0,2,3,0,5,1,0,0
34,Forward,1614.0,28,639,650,325.0,16,12,0,3,2,0,3,0,0,0
34,Forward,365.5,23,136,153,76.5,14,9,0,0,0,0,0,0,0,0
28,Defender,3319.0,33,1273,1364,682.0,16,17,0,0,2,0,9,0,0,0
36,Defender,1526.5,19,685,561,280.5,10,9,0,0,0,0,1,0,0,0
33,Goalkeeper,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
32,Defender,2764.0,27,1129,1090,545.0,14,13,0,0,1,0,12,0,0,0
26,Midfielder,3158.0,37,1163,1330,665.0,17,20,0,1,0,0,1,0,0,0
36,Defender,3107.5,30,1270,1225,612.5,15,15,0,2,2,0,7,0,0,0
30,Midfielder,578.0,14,140,292,146.0,6,8,0,0,0,0,4,0,0,0
31,Forward,53.5,4,19,23,11.5,2,2,0,0,0,0,1,0,0,0
37,Defender,1231.0,16,418,542,271.0,8,8,0,0,0,0,3,0,0,0
35,Defender,333.0,5,84,166,83.0,2,3,0,0,0,0,1,0,0,0
29,Defender,3530.5,33,1360,1447,723.5,16,17,0,0,1,0,3,0,0,0
26,Forward,2186.0,33,1019,778,389.0,17,16,0,2,0,0,2,1,0,0
36,Midfielder,166.0,5,16,100,50.0,3,2,0,0,0,0,0,0,0,0
32,Midfielder,617.0,8,182,290,145.0,3,5,0,0,0,0,0,0,0,0
29,Midfielder,1938.5,31,479,973,486.5,12,19,0,1,2,0,2,0,0,0
25,Midfielder,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
32,Midfielder,1566.0,20,834,488,244.0,11,9,0,0,0,0,2,0,0,0
21,Forward,79.0,4,10,46,23.0,2,2,0,0,0,0,0,0,0,0
27,Defender,3405.5,34,1415,1327,663.5,18,16,0,0,1,0,4,0,0,0
32,Forward,2651.0,39,1124,1018,509.0,20,19,0,3,2,0,1,0,0,0
33,Defender,2630.0,28,953,1118,559.0,14,14,0,0,0,0,1,0,0,0
21,Defender,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
23,Defender,968.0,14,509,306,153.0,7,7,0,0,0,0,3,0,0,0
32,Defender,3636.5,36,1559,1385,692.5,19,17,0,0,0,0,3,0,0,0
30,Midfielder,2768.5,33,1117,1101,550.5,17,16,0,1,0,0,0,0,0,0
31,Midfielder,679.0,15,112,378,189.0,5,10,0,0,1,0,2,0,0,0
22,Midfielder,1227.5,18,530,465,232.5,9,9,0,0,0,0,3,0,0,0
34,Goalkeeper,2140.0,21,910,820,410.0,11,10,0,0,0,0,3,0,0,0
28,Defender,1521.0,17,441,720,360.0,7,10,0,0,0,0,3,1,0,0
22,Defender,3092.5,31,1276,1211,605.5,16,15,0,0,1,0,3,0,0,0
32,Forward,3198.0,34,1308,1260,630.0,17,17,1,3,6,0,5,1,1,1
26,Defender,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
22,Defender,25.0,3,10,10,5.0,2,1,0,0,0,0,0,0,0,0
28,Defender,233.0,7,17,144,72.0,3,4,0,0,0,0,0,0,0,0
34,Goalkeeper,2140.0,22,1045,730,365.0,13,9,0,0,0,0,2,0,0,0
33,Midfielder,288.0,10,162,84,42.0,4,6,0,0,0,0,0,0,0,0
26,Midfielder,3260.0,34,1277,1322,661.0,17,17,1,4,1,0,6,0,1,1
30,Midfielder,55.5,4,27,19,9.5,2,2,0,0,0,0,0,0,0,0
26,Defender,3372.0,32,1122,1500,750.0,14,18,0,1,0,0,1,0,0,0
29,Midfielder,637.5,15,312,217,108.5,10,5,0,1,0,0,2,0,0,0
22,Forward,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
26,Forward,61.0,5,46,10,5.0,4,1,0,0,0,0,0,0,0,0
34,Defender,1579.0,19,571,672,336.0,9,10,0,1,0,0,6,0,0,0
29,Defender,4265.0,40,1685,1720,860.0,20,20,0,2,2,0,1,0,0,0
34,Goalkeeper,2050.0,20,685,910,455.0,9,11,0,0,0,0,0,0,0,0
37,Defender,2522.5,24,793,1153,576.5,10,14,0,1,2,0,5,2,0,0
27,Defender,1510.0,15,550,640,320.0,7,8,0,0,0,0,2,0,0,0
39,Goalkeeper,250.0,4,100,100,50.0,2,2,0,0,0,0,0,0,0,0
28,Midfielder,3913.0,36,1357,1704,852.0,16,20,0,1,9,0,10,1,0,0
25,Midfielder,3053.5,34,1261,1195,597.5,17,17,0,1,1,0,5,0,0,0
27,Goalkeeper,25.0,3,10,10,5.0,2,1,0,0,0,0,0,0,0,0
32,Forward,2770.5,34,843,1285,642.5,16,18,0,2,1,0,2,0,0,0
30,Defender,4013.5,38,1540,1649,824.5,18,20,0,2,2,0,3,1,0,0
29,Midfielder,1343.0,26,548,530,265.0,13,13,0,5,1,0,2,0,0,0
22,Defender,2062.5,25,1080,655,327.5,14,11,0,1,1,0,5,1,0,0
26,Defender,1180.0,15,370,540,270.0,7,8,0,0,1,0,3,0,0,0
28,Forward,709.0,19,190,346,173.0,9,10,0,0,1,0,1,0,0,0
23,Midfielder,1375.5,15,585,527,263.5,8,7,0,2,1,0,2,0,0,0
24,Midfielder,2305.0,30,757,1032,516.0,14,16,0,0,0,0,5,0,0,0
20,Defender,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
20,Defender,25.0,2,10,10,5.0,1,1,0,0,0,0,0,0,0,0
35,Goalkeeper,4300.0,40,1720,1720,860.0,20,20,0,0,0,0,0,0,0,0
